YIL,BÖLGE,SEPET
1931,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1931,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1931,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1931,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1932,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1932,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1932,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1932,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1932,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1932,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1932,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1932,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1932,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1932,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1932,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1932,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1933,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1933,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1933,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1933,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1933,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1933,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1933,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1933,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1933,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1933,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1933,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1933,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1934,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1934,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1934,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1934,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1934,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1934,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1934,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1934,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1934,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1934,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1934,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1934,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1935,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1935,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1935,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1935,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1935,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1935,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1935,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1935,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1935,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1935,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1935,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1935,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1936,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1936,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1936,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1936,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1936,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1936,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1936,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1936,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1936,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1936,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1936,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1936,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1937,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1937,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1937,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1937,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1937,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1937,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1937,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1937,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1937,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1937,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1937,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1937,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1938,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1938,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1938,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1938,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1938,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1938,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1938,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1938,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1938,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1938,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1938,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1938,SK,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1939,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1939,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1939,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1939,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1939,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1939,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1939,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1939,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1939,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1939,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1939,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1939,SK,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1940,AB,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1940,BC,"['Barley', 'Beans, all dry (white and coloured)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1940,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1940,MA,"['Barley', 'Buckwheat', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1940,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1940,NB,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1940,NS,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1940,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1940,PEI,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1940,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1940,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1940,SK,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1941,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1941,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1941,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1941,MA,"['Barley', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1941,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1941,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1941,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1941,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1941,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1941,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1941,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1941,SK,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1942,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1942,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1942,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1942,MA,"['Barley', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1942,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1942,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1942,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1942,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1942,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1942,PP,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1942,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1942,SK,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Tame hay', 'Wheat, all']"
1943,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1943,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
